dataset,profile,android_brightness,patch,R,G,B,X,Y,Z
native-srgb-reference-20260913,srgb,173,gray-24,24,24,24,1.891675,2.018336,2.229309
native-srgb-reference-20260913,srgb,173,gray-32,32,32,32,2.977313,3.172625,3.378117
native-srgb-reference-20260913,srgb,173,gray-48,48,48,48,6.039239,6.46852,6.838197
native-srgb-reference-20260913,srgb,173,gray-64,64,64,64,10.958015,11.538105,12.283616
native-srgb-reference-20260913,srgb,173,gray-96,96,96,96,24.149905,25.679162,27.424116
native-srgb-reference-20260913,srgb,173,gray-128,128,128,128,45.391726,48.051221,52.370558
native-srgb-reference-20260913,srgb,173,gray-160,160,160,160,74.787604,78.933697,85.922643
native-srgb-reference-20260913,srgb,173,gray-192,192,192,192,111.14432,117.199994,126.756992
native-srgb-reference-20260913,srgb,173,gray-224,224,224,224,157.91187,166.117143,180.896277
native-srgb-reference-20260913,srgb,173,gray-240,240,240,240,184.602782,194.797235,211.789673
native-srgb-reference-20260913,srgb,173,gray-248,248,248,248,199.480165,210.581651,227.242887
native-srgb-reference-20260913,srgb,173,gray-252,252,252,252,207.375749,218.777195,236.472178
native-srgb-reference-20260913,srgb,173,red-128,128,0,0,19.920739,10.348958,1.070884
native-srgb-reference-20260913,srgb,173,red-224,224,0,0,69.219452,35.945494,3.505897
native-srgb-reference-20260913,srgb,173,red-240,240,0,0,82.30124,42.555745,4.147649
native-srgb-reference-20260913,srgb,173,red-248,248,0,0,88.354717,45.723584,4.390019
native-srgb-reference-20260913,srgb,173,red-252,252,0,0,92.306647,47.752211,4.617569
native-srgb-reference-20260913,srgb,173,red-255,255,0,0,95.248859,49.337526,4.628398
native-srgb-reference-20260913,srgb,173,green-128,0,128,0,17.656485,35.208788,5.996222
native-srgb-reference-20260913,srgb,173,green-224,0,224,0,61.484106,123.215598,20.924717
native-srgb-reference-20260913,srgb,173,green-240,0,240,0,71.689494,143.916971,24.33462
native-srgb-reference-20260913,srgb,173,green-248,0,248,0,77.6614,155.993198,25.980555
native-srgb-reference-20260913,srgb,173,green-252,0,252,0,80.635341,162.166039,26.827023
native-srgb-reference-20260913,srgb,173,green-255,0,255,0,82.72011,166.935692,27.593033
native-srgb-reference-20260913,srgb,173,blue-128,0,0,128,8.83681,3.575145,46.413358
native-srgb-reference-20260913,srgb,173,blue-224,0,0,224,30.438628,12.260969,159.771425
native-srgb-reference-20260913,srgb,173,blue-240,0,0,240,35.765394,14.405632,187.818993
native-srgb-reference-20260913,srgb,173,blue-248,0,0,248,38.569227,15.490311,202.172661
native-srgb-reference-20260913,srgb,173,blue-252,0,0,252,40.083748,16.102247,210.699071
native-srgb-reference-20260913,srgb,173,blue-255,0,0,255,41.31193,16.538508,217.241959
native-srgb-reference-20260913,srgb,173,cyan-128,0,128,128,26.022087,38.203249,51.132083
native-srgb-reference-20260913,srgb,173,cyan-224,0,224,224,90.257617,132.820862,177.013955
native-srgb-reference-20260913,srgb,173,cyan-240,0,240,240,105.397546,154.861267,208.075755
native-srgb-reference-20260913,srgb,173,cyan-248,0,248,248,113.934877,167.547618,225.650083
native-srgb-reference-20260913,srgb,173,cyan-252,0,252,252,118.008003,174.073001,232.584567
native-srgb-reference-20260913,srgb,173,cyan-255,0,255,255,121.200684,178.92708,239.683929
native-srgb-reference-20260913,srgb,173,magenta-128,128,0,128,28.534806,13.780178,47.308898
native-srgb-reference-20260913,srgb,173,magenta-224,224,0,224,99.36425,47.86962,163.254987
native-srgb-reference-20260913,srgb,173,magenta-240,240,0,240,117.299928,56.4611,191.523648
native-srgb-reference-20260913,srgb,173,magenta-248,248,0,248,126.578779,60.858936,205.834167
native-srgb-reference-20260913,srgb,173,magenta-252,252,0,252,130.920907,62.870688,214.491022
native-srgb-reference-20260913,srgb,173,magenta-255,255,0,255,134.955576,64.860492,221.028721
native-srgb-reference-20260913,srgb,173,yellow-128,128,128,0,36.9285,44.927596,6.776205
native-srgb-reference-20260913,srgb,173,yellow-224,224,224,0,130.269113,157.952337,23.920633
native-srgb-reference-20260913,srgb,173,yellow-240,240,240,0,151.344265,183.936348,27.700707
native-srgb-reference-20260913,srgb,173,yellow-248,248,248,0,164.002644,199.197579,29.973643
native-srgb-reference-20260913,srgb,173,yellow-252,252,252,0,170.4516,206.935658,30.744327
native-srgb-reference-20260913,srgb,173,yellow-255,255,255,0,175.494888,212.972545,31.562004
native-srgb-reference-20260913,srgb,173,red-mix,192,64,64,55.247061,34.389116,14.677983
native-srgb-reference-20260913,srgb,173,green-mix,64,192,64,49.056838,88.481662,24.933245
native-srgb-reference-20260913,srgb,173,blue-mix,64,64,192,29.650262,18.746407,113.480186
native-srgb-reference-20260913,srgb,173,skin-light,194,150,130,82.837593,77.797313,57.777484
native-srgb-reference-20260913,srgb,173,skin-dark,115,82,68,24.098708,22.025681,14.798397
native-srgb-reference-20260913,srgb,173,white-end,255,255,255,213.374926,224.970083,243.57092
native-gamma-final-reference-20260913,gamma22,173,white-start,255,255,255,213.762305,225.403477,243.749924
native-gamma-final-reference-20260913,gamma22,173,black,0,0,0,0.0,0.0,0.0
native-gamma-final-reference-20260913,gamma22,173,gray-4,4,4,4,0.0,0.0,0.0
native-gamma-final-reference-20260913,gamma22,173,gray-8,8,8,8,0.072732,0.073025,0.087195
native-gamma-final-reference-20260913,gamma22,173,gray-12,12,12,12,0.195708,0.258294,0.196338
native-gamma-final-reference-20260913,gamma22,173,gray-16,16,16,16,0.389077,0.414362,0.41002
native-gamma-final-reference-20260913,gamma22,173,gray-24,24,24,24,1.095546,1.200146,1.175384
native-gamma-final-reference-20260913,gamma22,173,gray-32,32,32,32,2.182749,2.34599,2.433022
native-gamma-final-reference-20260913,gamma22,173,gray-48,48,48,48,5.159386,5.47397,5.842225
native-gamma-final-reference-20260913,gamma22,173,gray-64,64,64,64,9.942832,10.608125,11.366244
native-gamma-final-reference-20260913,gamma22,173,gray-96,96,96,96,24.185571,25.735862,27.47014
native-gamma-final-reference-20260913,gamma22,173,gray-128,128,128,128,46.385432,49.069341,53.435775
native-gamma-final-reference-20260913,gamma22,173,gray-160,160,160,160,75.924258,80.10046,87.342005
native-gamma-final-reference-20260913,gamma22,173,gray-192,192,192,192,113.088516,119.71795,128.71556
native-gamma-final-reference-20260913,gamma22,173,gray-224,224,224,224,159.755274,168.087561,183.203473
native-gamma-final-reference-20260913,gamma22,173,gray-240,240,240,240,185.799781,195.347536,211.965912
native-gamma-final-reference-20260913,gamma22,173,gray-248,248,248,248,199.709592,210.835509,227.420925
native-gamma-final-reference-20260913,gamma22,173,gray-252,252,252,252,207.538227,218.8851,236.649136
native-gamma-final-reference-20260913,gamma22,173,red-128,128,0,0,19.934362,10.359455,1.075087
native-gamma-final-reference-20260913,gamma22,173,red-224,224,0,0,70.11546,36.367053,3.694868
native-gamma-final-reference-20260913,gamma22,173,red-240,240,0,0,82.286731,42.551092,4.1522
native-gamma-final-reference-20260913,gamma22,173,red-248,248,0,0,89.360674,46.201935,4.397665
native-gamma-final-reference-20260913,gamma22,173,red-252,252,0,0,92.332908,47.775635,4.626376
native-gamma-final-reference-20260913,gamma22,173,red-255,255,0,0,95.323237,49.384545,4.63798
native-gamma-final-reference-20260913,gamma22,173,green-128,0,128,0,17.891447,35.833589,6.036778
native-gamma-final-reference-20260913,gamma22,173,green-224,0,224,0,61.925178,124.502579,21.022049
native-gamma-final-reference-20260913,gamma22,173,green-240,0,240,0,72.209092,145.336968,24.41895
native-gamma-final-reference-20260913,gamma22,173,green-248,0,248,0,77.688054,156.044522,25.995628
native-gamma-final-reference-20260913,gamma22,173,green-252,0,252,0,80.639554,162.166188,26.846595
native-gamma-final-reference-20260913,gamma22,173,green-255,0,255,0,82.846204,167.069966,27.631931
native-gamma-final-reference-20260913,gamma22,173,blue-128,0,0,128,8.991448,3.62916,47.31294
native-gamma-final-reference-20260913,gamma22,173,blue-224,0,0,224,30.778687,12.379691,161.74792
native-gamma-final-reference-20260913,gamma22,173,blue-240,0,0,240,36.119988,14.502337,189.77333
native-gamma-final-reference-20260913,gamma22,173,blue-248,0,0,248,38.928265,15.614688,204.292724
native-gamma-final-reference-20260913,gamma22,173,blue-252,0,0,252,40.082104,16.114174,210.695475
native-gamma-final-reference-20260913,gamma22,173,blue-255,0,0,255,41.331264,16.551026,217.360295
native-gamma-final-reference-20260913,gamma22,173,cyan-128,0,128,128,26.709306,39.047642,52.197104
native-gamma-final-reference-20260913,gamma22,173,cyan-224,0,224,224,91.019081,134.162193,179.143603
native-gamma-final-reference-20260913,gamma22,173,cyan-240,0,240,240,105.97603,156.287211,208.086673
native-gamma-final-reference-20260913,gamma22,173,cyan-248,0,248,248,114.039826,167.694915,225.827695
native-gamma-final-reference-20260913,gamma22,173,cyan-252,0,252,252,118.203956,174.253882,232.762065
native-gamma-final-reference-20260913,gamma22,173,cyan-255,0,255,255,121.234158,179.000057,239.684469
native-gamma-final-reference-20260913,gamma22,173,magenta-128,128,0,128,29.014512,13.998855,47.407646
native-gamma-final-reference-20260913,gamma22,173,magenta-224,224,0,224,100.159233,48.284242,163.255151
native-gamma-final-reference-20260913,gamma22,173,magenta-240,240,0,240,117.390932,56.494684,191.523534
native-gamma-final-reference-20260913,gamma22,173,magenta-248,248,0,248,126.650253,60.933257,206.01124
native-gamma-final-reference-20260913,gamma22,173,magenta-252,252,0,252,131.083385,62.978593,214.66798
native-gamma-final-reference-20260913,gamma22,173,magenta-255,255,0,255,135.08458,64.895421,221.205139
native-gamma-final-reference-20260913,gamma22,173,yellow-128,128,128,0,37.662226,45.841549,6.827791
native-gamma-final-reference-20260913,gamma22,173,yellow-224,224,224,0,130.341552,158.095211,23.954286
native-gamma-final-reference-20260913,gamma22,173,yellow-240,240,240,0,152.454389,184.468134,27.734201
native-gamma-final-reference-20260913,gamma22,173,yellow-248,248,248,0,164.080268,199.225112,29.989046
native-gamma-final-reference-20260913,gamma22,173,yellow-252,252,252,0,170.82081,207.420079,30.844009
native-gamma-final-reference-20260913,gamma22,173,yellow-255,255,255,0,175.668831,213.189635,31.608026
native-gamma-final-reference-20260913,gamma22,173,red-mix,192,64,64,55.597899,34.069423,13.769184
native-gamma-final-reference-20260913,gamma22,173,green-mix,64,192,64,49.812139,90.642235,24.44504
native-gamma-final-reference-20260913,gamma22,173,blue-mix,64,64,192,29.764865,18.270052,116.478989
native-gamma-final-reference-20260913,gamma22,173,skin-light,194,150,130,83.876315,78.908116,57.783165
native-gamma-final-reference-20260913,gamma22,173,skin-dark,115,82,68,23.969561,21.726491,14.374051
native-gamma-final-reference-20260913,gamma22,173,white-end,255,255,255,213.503929,225.005011,243.747338
native-original-boundary-20260913,original,173,white-start,255,255,255,247.029015,250.822916,298.08175
native-original-boundary-20260913,original,173,black,0,0,0,0.0,0.0,0.0
native-original-boundary-20260913,original,173,red-floor-0,255,0,0,140.270103,65.527941,0.067786
native-original-boundary-20260913,original,173,red-floor-16,255,16,16,140.226289,65.751374,0.617394
native-original-boundary-20260913,original,173,red-floor-32,255,32,32,140.955731,66.985958,2.638947
native-original-boundary-20260913,original,173,red-floor-48,255,48,48,142.152858,69.001273,5.814095
native-original-boundary-20260913,original,173,red-floor-64,255,64,64,144.173544,72.388593,11.245206
native-original-boundary-20260913,original,173,red-floor-96,255,96,96,150.263057,82.78127,27.779393
native-original-boundary-20260913,original,173,green-floor-0,0,255,0,68.28638,187.837875,10.039933
native-original-boundary-20260913,original,173,green-floor-16,16,255,16,66.8962,183.23934,10.281465
native-original-boundary-20260913,original,173,green-floor-32,32,255,32,67.61957,182.516639,12.11317
native-original-boundary-20260913,original,173,green-floor-48,48,255,48,69.363726,182.891029,15.097241
native-original-boundary-20260913,original,173,green-floor-64,64,255,64,72.411784,183.637798,20.230884
native-original-boundary-20260913,original,173,green-floor-96,96,255,96,82.153007,186.879332,36.031454
native-original-boundary-20260913,original,173,blue-floor-0,0,0,255,50.606566,16.587919,296.707538
native-original-boundary-20260913,original,173,blue-floor-16,16,16,255,50.723075,16.888453,295.545991
native-original-boundary-20260913,original,173,blue-floor-32,32,32,255,51.981952,18.391788,295.487109
native-original-boundary-20260913,original,173,blue-floor-48,48,48,255,54.021815,20.811398,295.514283
native-original-boundary-20260913,original,173,blue-floor-64,64,64,255,57.502589,24.968613,295.490935
native-original-boundary-20260913,original,173,blue-floor-96,96,96,255,68.290186,37.831074,295.480724
native-original-boundary-20260913,original,173,cyan-floor-0,0,255,255,113.571209,192.756754,298.518398
native-original-boundary-20260913,original,173,cyan-floor-16,16,255,255,113.427524,191.950894,298.864751
native-original-boundary-20260913,original,173,cyan-floor-32,32,255,255,114.222138,192.036907,299.215164
native-original-boundary-20260913,original,173,cyan-floor-48,48,255,255,115.500723,192.435446,299.389553
native-original-boundary-20260913,original,173,cyan-floor-64,64,255,255,117.708881,193.129085,299.38561
native-original-boundary-20260913,original,173,cyan-floor-96,96,255,255,124.801995,196.231669,299.381343
native-original-boundary-20260913,original,173,magenta-floor-0,255,0,255,189.360341,81.41883,295.317905
native-original-boundary-20260913,original,173,magenta-floor-16,255,16,255,188.528789,81.248652,294.260054
native-original-boundary-20260913,original,173,magenta-floor-32,255,32,255,188.777422,82.20181,294.091314
native-original-boundary-20260913,original,173,magenta-floor-48,255,48,255,188.992257,83.822029,293.752441
native-original-boundary-20260913,original,173,magenta-floor-64,255,64,255,190.034163,86.752703,293.775588
native-original-boundary-20260913,original,173,magenta-floor-96,255,96,255,193.020767,95.735882,293.847531
native-original-boundary-20260913,original,173,yellow-floor-0,255,255,0,202.007225,244.490427,9.727497
native-original-boundary-20260913,original,173,yellow-floor-16,255,255,16,201.616377,241.701176,10.050266
native-original-boundary-20260913,original,173,yellow-floor-32,255,255,32,201.911655,241.305425,11.9014
native-original-boundary-20260913,original,173,yellow-floor-48,255,255,48,202.488969,241.260146,14.864404
native-original-boundary-20260913,original,173,yellow-floor-64,255,255,64,203.315906,241.301255,19.968372
native-original-boundary-20260913,original,173,yellow-floor-96,255,255,96,205.898805,241.678211,35.63683
native-original-boundary-20260913,original,173,white-end,255,255,255,246.784583,250.538164,298.25689
native-gamma-boundary-20260913,gamma22,173,white-start,255,255,255,213.661882,225.184548,243.748304
native-gamma-boundary-20260913,gamma22,173,black,0,0,0,0.0,0.0,0.0
native-gamma-boundary-20260913,gamma22,173,red-floor-0,255,0,0,95.585668,49.52516,4.662362
native-gamma-boundary-20260913,gamma22,173,red-floor-16,255,16,16,95.585913,49.692082,5.154177
native-gamma-boundary-20260913,gamma22,173,red-floor-32,255,32,32,96.246736,50.830649,6.985192
native-gamma-boundary-20260913,gamma22,173,red-floor-48,255,48,48,97.531537,53.187034,10.14757
native-gamma-boundary-20260913,gamma22,173,red-floor-64,255,64,64,100.731115,57.400104,15.751734
native-gamma-boundary-20260913,gamma22,173,red-floor-96,255,96,96,107.753665,68.522461,31.022009
native-gamma-boundary-20260913,gamma22,173,green-floor-0,0,255,0,82.930855,167.371758,27.646887
native-gamma-boundary-20260913,gamma22,173,green-floor-16,16,255,16,83.35183,167.377271,28.197857
native-gamma-boundary-20260913,gamma22,173,green-floor-32,32,255,32,84.074117,167.60688,29.975182
native-gamma-boundary-20260913,gamma22,173,green-floor-48,48,255,48,85.83635,168.192402,32.231291
native-gamma-boundary-20260913,gamma22,173,green-floor-64,64,255,64,88.345799,169.050662,36.893248
native-gamma-boundary-20260913,gamma22,173,green-floor-96,96,255,96,97.062927,173.627531,51.73829
native-gamma-boundary-20260913,gamma22,173,blue-floor-0,0,0,255,41.366473,16.544329,217.738745
native-gamma-boundary-20260913,gamma22,173,blue-floor-16,16,16,255,41.566482,16.905952,217.483145
native-gamma-boundary-20260913,gamma22,173,blue-floor-32,32,32,255,42.814678,18.354573,217.538719
native-gamma-boundary-20260913,gamma22,173,blue-floor-48,48,48,255,45.153355,21.373444,217.348746
native-gamma-boundary-20260913,gamma22,173,blue-floor-64,64,64,255,48.864441,25.899543,217.357242
native-gamma-boundary-20260913,gamma22,173,blue-floor-96,96,96,255,59.820314,38.919243,219.903506
native-gamma-boundary-20260913,gamma22,173,cyan-floor-0,0,255,255,121.368056,179.291963,239.68663
native-gamma-boundary-20260913,gamma22,173,cyan-floor-16,16,255,255,121.196159,178.998712,239.507937
native-gamma-boundary-20260913,gamma22,173,cyan-floor-32,32,255,255,122.15362,179.521239,239.685059
native-gamma-boundary-20260913,gamma22,173,cyan-floor-48,48,255,255,123.212197,179.851266,239.683145
native-gamma-boundary-20260913,gamma22,173,cyan-floor-64,64,255,255,125.223709,180.775452,239.682361
native-gamma-boundary-20260913,gamma22,173,cyan-floor-96,96,255,255,130.573799,183.126233,239.502543
native-gamma-boundary-20260913,gamma22,173,magenta-floor-0,255,0,255,135.14211,64.856028,221.204484
native-gamma-boundary-20260913,gamma22,173,magenta-floor-16,255,16,255,135.218477,65.187327,221.2073
native-gamma-boundary-20260913,gamma22,173,magenta-floor-32,255,32,255,135.400162,65.994531,221.037479
native-gamma-boundary-20260913,gamma22,173,magenta-floor-48,255,48,255,136.140799,68.268418,221.055764
native-gamma-boundary-20260913,gamma22,173,magenta-floor-64,255,64,255,138.063798,71.390322,221.253217
native-gamma-boundary-20260913,gamma22,173,magenta-floor-96,255,96,255,142.52009,81.76459,221.331463
native-gamma-boundary-20260913,gamma22,173,yellow-floor-0,255,255,0,175.610663,213.223138,31.567768
native-gamma-boundary-20260913,gamma22,173,yellow-floor-16,255,255,16,175.769718,213.169598,32.158477
native-gamma-boundary-20260913,gamma22,173,yellow-floor-32,255,255,32,175.904809,213.116253,33.391023
native-gamma-boundary-20260913,gamma22,173,yellow-floor-48,255,255,48,176.287714,213.190028,36.022447
native-gamma-boundary-20260913,gamma22,173,yellow-floor-64,255,255,64,177.044103,213.363975,40.250214
native-gamma-boundary-20260913,gamma22,173,yellow-floor-96,255,255,96,179.287325,213.551187,55.084185
native-gamma-boundary-20260913,gamma22,173,white-end,255,255,255,213.312502,224.752498,243.745832
native-final-white-20260913,gamma22,173,white-1,255,255,255,213.556934,225.03725,243.570691
native-final-white-20260913,gamma22,173,white-2,255,255,255,213.628408,225.111571,243.747764
native-final-white-20260913,gamma22,173,white-3,255,255,255,213.432455,224.93069,243.570265
